#scientific name	type materials and coidentical strains	has individual sequences?	has complete genomes or assemblies?
Streptomyces calvus	 AS 4.1691, AS:4.1691, ATCC 13382, ATCC 23890, ATCC:13382, ATCC:23890, BCRC 11859, BCRC:11859, CBS 350.62, CBS 676.68, CBS:350.62, CBS:676.68, CCRC 11859, CCRC:11859, CECT 3271, CECT:3271, DSM 40010, DSM:40010, DSMZ 40010, IFM 1093, IFM:1093, IFO 13200, IFO:13200, ISP 5010, ISP:5010, JCM 4326, JCM 4628, JCM:4326, JCM:4628, NBRC 13200, NBRC:13200, NCIMB 12240, NCIMB:12240, NRRL B-2399, NRRL ISP-5010, NRRL-ISP 5010, NRRL-ISP:5010, NRRL:B:2399, RIA 1103, RIA:1103, VKM Ac-1185, VKM:Ac:1185	yes	no
Acidipropionibacterium damnosum	 CECT 8062, CECT:8062, DSM 25450, DSM:25450, IGBL13	yes	no
Fastidiosipila sanguinis	 CCUG 47711, CCUG:47711, CIP 108292, CIP:108292, DSM 18896	no	yes
Methanohalobium evestigatum	 DSM 3721, DSM:3721, OCM 161, OCM:161, Z-7303	yes	yes
Mycoplasma microti	 ATCC 700935, ATCC:700935, CCUG 53181, CCUG:53181, DSM 19518, DSM:19518, IL371	yes	no
Pseudoalteromonas fuliginea	 CIP 105339, CIP:105339, DSM 12748, DSM 15748, DSM:15748, KMM 216, KMM:216	yes	yes
Sporolactobacillus nakayamae subsp. racemicus	 ATCC 700381, ATCC:700381, BCCM/LMG:18785, CIP 105318, CIP:105318, DSM 16324, DSM:16324, JCM 3417, JCM:3417, LMG 18785, LMG:18785, M 17, M-17, NBRC 101524, NBRC:101524	yes	no
Arthrobacter roseus	 CIP 107726, CMC 90or, CMS 90or, CMS 90r, CMS90, DSM 14508, DSM:14508, JCM 11881, JCM:11881, MTCC 3712, MTCC:3712, NCIMB 14039	yes	no
Curvibacter delicatus	 ATCC 14667, ATCC:14667, BCCM/LMG:4328, CCUG 15846, CCUG:15846, DSM 11558, DSM:11558, IAM 14955, IAM:14955, IFO 14919, JCM 15147, JCM 21432, JCM:15147, JCM:21432, LMG 4328, LMG:4328, NBRC 14919, NBRC:14919	yes	yes
Couchioplanes caeruleus	 ATCC 33937, ATCC:33937, DSM 1037, DSM 43634, DSM:43634, IFO 13939, IFO:13939, IMET 9248, JCM 3195, JCM:3195, NBRC 13939, NBRC:13939, NRRL 5325, NRRL:5325, SCC 1014, VKM Ac-1257, VKM:Ac:1257	yes	yes
Halodesulfovibrio oceani	 DSM 21390, DSM:21390, I.8.1, JCM 15970, JCM:15970	yes	no
Idiomarina andamanensis	 BCCM/LMG:29773, JCM 31645, JCM:31645, LMG 29773, LMG:29773, W5	yes	no
Desulfobulbus oralis	 HOT041/ORNL	no	yes
Natronorubrum texcoconense	 B4, CECT 8067, CECT:8067, DSM 25211, DSM:25211, JCM 17497, JCM:17497	yes	no
Vibrio marisflavi	 BCCM/LMG:25284, CECT 7928, CECT:7928, CGMCC 1.8994, CGMCC:1.8994, DSM 23086, DSM:23086, LMG 25284, LMG:25284, WH134, Zhang WH134	yes	no
Kribbella hippodromi	 DSM 19227, DSM:19227, JCM 15572, JCM:15572, NRRL B-24553, NRRL:B:24553, S1.4	yes	no
Sinorhizobium xinjiangense	 ATCC 49357, ATCC:49357, BCCM/LMG:17930, CCBAU 110, CCBAU:110, DSM 5852, DSM:5852, HAMBI 1673, HAMBI:1673, ICMP 11141, ICMP:11141, JCM 21035, JCM:21035, LMG 17930, LMG:17930, NBRC 100018, NBRC:100018	yes	no
Flavobacterium ovatum	 CGMCC 1.16053, CGMCC:1.16053, KCTC 52693, KCTC:52693, MCCC 1K03251, MCCC:1K03251, W201E	yes	no
Bacillus herbersteinensis	 "D-1,5a", 5a, CCM 7228, CCM:7228, D-1, DSM 16534, DSM:16534	yes	no
Brevibacterium luteolum	 CCUG 46604, CCUG:46604, CF87, DSM 15022, DSM:15022, JCM 12367, JCM:12367	yes	no
Clostridium nexile	 ATCC 27757, DSM 1787	yes	yes
Nonomuraea glycinis	 CGMCC 4.7430, CGMCC:4.7430, DSM 104838, DSM:104838, NEAU-BB2C19	yes	no
Halomonas qijiaojingensis	 CCTCC AB 208133, CCTCC:AB:208133, DSM 22403, KCTC 22228, KCTC:22228, YIM 93003, YIM:93003	yes	no
Inquilinus ginsengisoli	 BCCM/LMG:23638, DSM 25189, Gsoil 080, KCTC 12574, KCTC:12574, LMG 23638, LMG:23638	yes	no
Ponticoccus alexandrii	 AT2-A, CCTCC AB 2017228, CCTCC:AB:2017228, KCTC 52626, KCTC:52626	yes	no
Alcanivorax mobilis	 KCTC 52985, KCTC:52985, MCCC 1A11581, MCCC:1A11581, MT13131	no	yes
Lactobacillus curtus	 JCM 31185, JCM:31185, VTT E-94560, VTT:E:94560	yes	no
Acinetobacter puyangensis	 BQ4-1, CFCC 10780, CFCC:10780, DSM 105039, JCM 18011, JCM:18011	yes	no
Cellulomonas composti	 DSM 25222, JCM 14898, JCM:14898, KCTC 19030, KCTC:19030, NBRC 100758, NBRC:100758, TR7-06	yes	yes
Mycobacterium intracellulare subsp. chimaera	 CCUG 50989, CIP 107892, DSM 44623, FI-01069, FI-0169, JCM 14737	yes	yes
Pseudomonas xinjiangensis	 CCTCC AB 207151, CCTCC:AB:207151, DSM 23391, NRRL B-51270, NRRL:B:51270, S3-3	yes	yes
Leuconostoc gelidum	 1A21, ATCC 49366, ATCC:49366, BCCM/LMG:18297, CCUG 30198, CCUG 32249, CCUG 32696, CCUG:30198, CCUG:32249, CCUG:32696, CIP 103318, CIP:103318, DSM 5578, DSM:5578, DSMZ 5578, JCM 9697, JCM:9697, KCTC 3527, KCTC:3527, LMG 18297, LMG:18297, NCFB 2775, NCFB:2775, NCIMB 12897, NCIMB:12897, SML 9, SML9, Shaw 1A21	yes	yes
Enterococcus termitis	 BCCM/LMG:8895, CCM 7300, CCM:7300, DSM 22803, LMG 8895, LMG:8895	yes	yes
Agromyces ulmi	 BCCM/LMG:21954, DSM 15747, DSM:15747, JCM 13315, JCM:13315, LMG 21954, LMG:21954, XIL01	yes	yes
Ureibacillus terrenus	 BCCM/LMG:19470, CIP 107065, CIP:107065, DSM 12654, DSM:12654, LMG 19470, LMG:19470, TH9A	yes	no
Aurantimicrobium minutum	 KNC, NBRC 105389, NBRC:105389, NCIMB 14875, NCIMB:14875	yes	yes
Lactobacillus insicii	 CECT 8802, CECT:8802, DSM 29801, DSM:29801, TMW 1.2011	yes	yes
Filimonas endophytica	 JCM 19844, JCM:19844, KCTC 42060, KCTC:42060, SR 2-06	yes	no
Aquincola tertiaricarbonis	 CIP 109243, CIP:109243, DSM 18512, DSM:18512, L10	yes	no
Pedomicrobium americanum	 ATCC 43612, ATCC:43612, IFAM G-1381, IFAM:G:1381	yes	no
Terrabacter ginsenosidimutans	 : strain Gsoil 3082, DSM 21007, DSM:21007, Gsoil 3082, JCM 17125, JCM:17125, KCTC 19421, KCTC:19421, see also StrainInfo.net	yes	no
Sphaerisporangium viridialbum	 ATCC 33328, ATCC:33328, CBS 432.61, CBS:432.61, DSM 43801, DSM:43801, IFO 13987, JCM 3027, JCM:3027, KCC A-0027, KCC A-027, KCC:A:0027, KCTC 9435, KCTC:9435, NBRC 13987, NBRC:13987, NRRL B-2636, NRRL:B:2636, VKM Ac-679, VKM:Ac:679	yes	yes
Dyadobacter flavus	 KACC 19149, KEMB 9005-541, NBRC 112681, S-53	no	no
Streptomyces cellostaticus	 AS 4.1637, AS:4.1637, ATCC 23894, ATCC:23894, CBS 680.68, CBS:680.68, DSM 40189, DSM:40189, IFO 12849, IFO:12849, IMET 42066, ISP 5189, ISP:5189, JCM 4183, JCM 4631, JCM:4183, JCM:4631, NBRC 12849, NBRC:12849, NCIMB 9830, NCIMB:9830, NRRL-ISP 5189, NRRL-ISP:5189, RIA 1143, RIA:1143, VKM Ac-1222, VKM:Ac:1222	yes	yes
Burkholderia ultramafica	 BCCM/LMG:28614, CIP 110886, CIP:110886, LMG 28614, LMG:28614, STM10279	yes	no
Streptomyces canalis	 CCTCC AA 2015006, CCTCC:AA:2015006, DSM 104041, KCTC 39568, KCTC:39568, TRM 46794-61	yes	no
Corynebacterium amycolatum	 ATCC 49368, ATCC:49368, CCUG 35685, CCUG:35685, CIP 103452, CIP:103452, DSM 6922, DSM:6922, DSMZ 6922, IFO 15207, IFO:15207, JCM 7447, JCM:7447, NBRC 15207, NBRC:15207, NCFB 2768, NCFB:2768, NCIMB 13130, NCIMB:13130, S 160, S160	yes	no
Streptomyces caldifontis	 CPCC 204147, CPCC:204147, KCTC 39537, KCTC:39537, NCCP-1331	yes	no
Mycobacterium triplex	 90-1019, ATCC 700071, ATCC:700071, CIP 106108, CIP:106108, DSM 44626, DSM:44626, JCM 14744, JCM:14744	yes	yes
Ahrensia kielensis	 ATCC 25656, ATCC:25656, B9, BCCM/LMG:133, CIP 106964, CIP:106964, DSM 5890, DSM:5890, IAM 12618, IAM:12618, IFO 15762, IFO:15762, JCM 20689, JCM:20689, LMG 133, LMG:133, NBRC 15762, NBRC:15762, NCIMB:2205, NCMB 2205, NCMB:2205	yes	yes
Cupriavidus laharis	 1263a, CIP 108726, CIP:108726, DSM 19552, PNCM 10347, PNCM:10347	yes	no
Corynebacterium choanis	 200CH	yes	yes
Shimazuella kribbensis	 A 9500, DSM 45090, DSM:45090, JCM 14729, JCM:14729, KCTC 9933, KCTC:9933	yes	yes
Bizionia algoritergicola	 ACAM 1056, ACAM:1056, APA-1, CIP 108533, CIP:108533	yes	no
Butyricimonas faecihominis	 180-3, CCUG 65562, CCUG:65562, DSM 105721, JCM 18676, JCM:18676	yes	no
Methylocella palustris	 ATCC 700799, ATCC:700799, K	yes	no
Listeria newyorkensis	 BCCM/LMG:28310, DSM 28861, DSM:28861, FSL M6-0635, LMG 28310, LMG:28310	yes	yes
Paenibacillus tyrfis	 DSM 100708, DSM:100708, MCCC 1K01247, MCCC:1K01247, MSt1	yes	yes
Hyphomonas neptunium	 14-15, ATCC 15444, ATCC:15444, BCRC 10690, CCRC 10690, DSM 5154, DSM:5154, IFAM LE670, IFO 14232, IFO:14232, LE670, NBRC 14232, NBRC:14232, NCIMB 2023	yes	yes
Caecibacterium sporoformans	 77-5d, BCCM/LMG:27730, DSM 103070, DSM 26959, DSM:26959, LMG 27730, LMG:27730	yes	no
Pseudomonas salegens	 CECT 8338, CECT:8338, GBPy5, IBRC-M 10762, IBRC-M:10762	yes	yes
Deinococcus populi	 DSM 29820, DSM:29820, NBRC 110763, NBRC:110763, PtRA-8	yes	no
Leptospira yanagawae	 ATCC 700523, ATCC:700523, DSM 21522, Sao Paulo, serovar Saopaulo	yes	yes
Glycomyces artemisiae	 CGMCC 4.7067, CGMCC:4.7067, HBUM178000, HBUM:178000, IXS4, NBRC 109773, NBRC:109773	yes	yes
Thiocapsa litoralis	 ATCC 700894, ATCC:700894, BM-5, BM5	no	no
Runella palustris	 CECT 8978, CECT:8978, HMF3829, KCTC 42850, KCTC:42850	yes	no
Streptomyces majorciensis	 NRRL 15167, NRRL:15167	yes	no
Salimicrobium flavidum	 CCUG 56755, CCUG:56755, DSM 23127, DSM:23127, ISL-25, KCTC 13260, KCTC:13260	yes	yes
Frondibacter aureus	 A5Q-67, KCTC 32991, KCTC:32991, NBRC 110021, NBRC:110021	yes	no
Actinomadura pelletieri	 ATCC 33385, ATCC:33385, CCUG 38891, CCUG:38891, CIP 105483, CIP:105483, DSM 43383, DSM:43383, HUT 6549, HUT:6549, IAM 12634, IAM:12634, IMET 9693, IMET:9693, IMSNU 22169, IMSNU:22169, JCM 3388, JCM:3388, KCTC 9110, KCTC:9110, NBRC 103052, NBRC:103052, NCTC 4162, NCTC:4162, NRRL B-3997, NRRL:B:3997	yes	yes
Bacillus salis	 CSUR P1478, DSM 100598, DSM:100598, ES3	yes	no
Borreliella bavariensis	 ATCC BAA-2496, ATCC:BAA:2496, DSM 23469, DSM:23469, PBi	yes	yes
Halorubrum aidingense	 31-hong, CGMCC 1.2670, CGMCC:1.2670, DSM 23496, JCM 13560, JCM:13560	yes	yes
Leptospira ilyithenensis	 201400974	no	no
Maricaulis washingtonensis	 BCCM/LMG:19865, CIP 107441, CIP:107441, DSM 16076, DSM:16076, LMG 19865, LMG:19865, MCS 6, MCS06	yes	no
Proteus terrae	 BCCM/LMG:28659, DSM 29910, DSM:29910, LMG 28659, LMG:28659, N5/687	yes	yes
Serratia nematodiphila	 CGMCC 1.6853, CGMCC:1.6853, DSM 21420, DSM:21420, DZ0503SBS1, KCTC 22130, KCTC:22130	yes	yes
Streptomyces brasiliensis	 ATCC 23727, ATCC:23727, CBS 520.68, CBS:520.68, CUB 126, DSM 43159, DSM:43159, IFM 1210, IFM:1210, IFO 12596, IMET 43493, JCM 3086, JCM:3086, KCC A-0086, KCC:A:0086, KCTC 9071, KCTC:9071, NBRC 101283, NBRC 12596, NBRC:101283, NRRL B-3327, NRRL:B:3327, RIA 911, RIA:911, VKM Ac-1310, VKM Ac-656, VKM:Ac:1310, VKM:Ac:656	yes	no
Lactobacillus bifermentans	 ATCC 35409, ATCC:35409, BCCM/LMG:9845, CCUG 32234, CCUG:32234, CIP 102811, CIP:102811, DSM 20003, DSM:20003, JCM 1094, JCM:1094, LMG 9845, LMG:9845	yes	yes
Streptomyces lusitanus	 ATCC 15842, ATCC 27444, ATCC:15842, ATCC:27444, BCRC 11552, BCRC:11552, CBS 765.72, CBS:765.72, CCRC 11552, CCRC:11552, DSM 40568, DSM:40568, IFO 13464, IFO:13464, ISP 5568, ISP:5568, JCM 4785, JCM:4785, NBRC 13464, NBRC:13464, NCIB 9585, NCIMB 9585, NCIMB:9585, NRRL B-12501, NRRL B-5637, NRRL-ISP 5568, NRRL-ISP:5568, NRRL:B:12501, NRRL:B:5637, RIA 1425, RIA:1425, VKM Ac-1194, VKM:Ac:1194	yes	no
Mycolicibacterium vaccae	 ATCC 15483, ATCC:15483, CCUG 21003, CCUG:21003, CIP 105934, CIP:105934, DSM 43292, DSM:43292, HAMBI 2276, HAMBI:2276, IFO 14118, IFO:14118, JCM 6389, JCM:6389, NBRC 14118, NBRC:14118, NCTC 10916, NCTC:10916	yes	yes
Vibrio jasicida	 BCCM/LMG:25398, BFLP-10 [[Vibrio inhibens]], CAIM 1864, CECT 7692 [[Vibrio inhibens]], CECT:7692 [[Vibrio inhibens]], DSM 23440 [[Vibrio inhibens]], DSM 27061, DSM:23440 [[Vibrio inhibens]], JCM 16453, JCM:16453, LMG 25398, LMG:25398, TCFB 0772, TCFB:0772	yes	yes
Pseudaestuariivita atlantica	 22II-S11-z3, KCTC 42276, KCTC:42276, MCCC 1A09432, MCCC:1A09432	yes	yes
Mycobacterium gastri	 ATCC 15754, ATCC:15754, CCUG 20995, CCUG:20995, CIP 104530, CIP:104530, DSM 43505, DSM:43505, IMET 10662, JCM 12407, JCM:12407	yes	yes
Domibacillus tundrae	 DSM 29572, DSM:29572, JCM 30371, JCM:30371, KCTC 33549, KCTC:33549, PAMC 80007	yes	yes
Natrialba chahannaoensis	 AS 1.1977, AS:1.1977, C112, CGMCC AS 1.1977, DSM 29986, JCM 10990, JCM:10990, NBRC 102638, NBRC:102638	yes	yes
Paenibacillus nasutitermitis	 CGMCC 1.15178, CGMCC:1.15178, NBRC 111536, NBRC:111536, P5-1	yes	no
Streptomyces cinereoruber	 AS 4.1698, AS:4.1698, ATCC 19740, ATCC:19740, BCRC 11816, BCRC:11816, CBS 479.68, CBS:479.68, CCRC 11816, CCRC:11816, DSM 40012, DSM 41512, DSM:40012, IFO 12756, IFO:12756, ISP 5012, ISP:5012, JCM 4205, JCM 4572, JCM:4205, JCM:4572, KCTC 9706, KCTC:9706, NBRC 12756, NBRC:12756, NCIMB 9797, NCIMB:9797, NRRL 2589, NRRL ISP-5012, NRRL-ISP 5012, NRRL-ISP:5012, NRRL:2589, RIA 1021, RIA 535, RIA:1021, RIA:535, UNIQEM 116, UNIQEM:116, VKM Ac-1860, VKM:Ac:1860	yes	no
Loktanella atrilutea	 DSM 29326, DSM:29326, IAM 15450, IAM:15450, IG8, JCM 23210, JCM:23210, NCIMB 14280, NCIMB:14280	no	yes
Oculatella coburnii	 CCALA 1046, CCALA:1046, WJT66-NPBG6A	yes	no
Streptomyces atacamensis	 C60, CGMCC 4.7018, CGMCC:4.7018, DSM 42065, KACC 15492, KACC:15492	yes	no
Catenovulum sediminis	 D2, KCTC 42869, KCTC:42869, MCCC 1H00129, MCCC:1H00129	yes	no
Pelistega europaea	 ATCC 700725, ATCC:700725, BCCM/LMG:10982, CCUG 39967, CCUG:39967, CIP 105809, CIP 105842, CIP:105809, CIP:105842, Hommez N57, LMG 10982, LMG:10982, N57	yes	no
Thermobifida cellulosilytica	 DSM 44535, DSM:44535, JCM 11767, JCM:11767, NCAIM B.01997, NCAIM B01997, TB100	yes	yes
Halomarina rubra	 CGMCC 1.12563, CGMCC:1.12563, JCM 30037, JCM:30037, ZS-47-S	yes	no
Rhodanobacter humi	 KACC 19048, KACC:19048, KEMB 9005-480, KEMB:9005-480, KEMC:9005-480, NBRC 112473, NBRC:112473, RS22	yes	no
Cupriavidus taiwanensis	 BCCM/LMG:19424, CCUG 44338, CCUG:44338, CIP 107171, CIP:107171, DSM 17343, LMG 19424, LMG:19424, R-1, R1	yes	yes
Cylindrospermum stagnale	 PCC 7417, PCC:7417	yes	yes
Microvirga vignae	 BR3299, HAMBI 3457, HAMBI:3457	yes	yes
Photobacterium gaetbulicola	 CCUG 58399, CCUG:58399, DSM 25195, DSM 26887, Gung47, KCTC 22804, KCTC:22804	yes	yes
Isoptericola chiayiensis	 06182M-1, BCRC 16888, BCRC:16888, DSM 27643, KCTC 19740, KCTC:19740	yes	no
Mycobacterium africanum	 ATCC 25420, CIP 105147	yes	yes
'Bacillus oceani' Liu et al. 2013	 DSM 26213, DSM:26213, KCTC 33077, KCTC:33077, SCSIO 04524, SCSIO:04524	yes	no
Alteromonas litorea	 JCM 12188, JCM:12188, KCCM 41775, KCCM:41775, TF-22	yes	no
Aquimarina muelleri	 BCCM/LMG:22569, DSM 19832, DSM:19832, KCTC 12285, KCTC:12285, KMM 6020, KMM:6020, LMG 22569, LMG:22569	yes	yes
Fulvitalea axinellae	 ATCC BAA-2395, ATCC:BAA:2395, BCCM/LMG:26722, DSM 100852, LMG 26722, LMG:26722, VI.18	yes	no
Mesotoga infera	 DSM 25546, DSM:25546, JCM 18154, JCM:18154, VNs100	yes	no
Actinomyces dentalis	 CCUG 48064, CCUG:48064, CIP 108337, CIP:108337, DSM 19115, DSM:19115, R-18165, R18165	yes	yes
Thalassotalea loyana	 BCCM/LMG:22536, CBMAI 722, CBMAI:722, LMG 22536, LMG:22536	yes	no
Bacillus korlensis	 CCTCC AB 207172, CCTCC:AB:207172, NRRL B-51302, NRRL:B:51302, ZLC-26	yes	no
Lactobacillus graminis	 ATCC 51150, ATCC:51150, BCCM/LMG:9825, CCUG 32238, CCUG:32238, CIP 105164, CIP:105164, DSM 20719, DSM:20719, DSMZ 20719, G90, G90 (1), G90(1), JCM 9503, JCM:9503, LMG 9825, LMG:9825, NRRL B-14857, NRRL:B:14857	yes	yes
Polynucleobacter acidiphobus	 CIP 110079, CIP:110079, DSM 21994, DSM:21994, MWH-PoolGreenA3	yes	yes
Allohumibacter endophyticus	 JCM 19371, JCM:19371, KCTC 29232, KCTC:29232, MWE-A11	yes	no
Anaeroplasma bactoclasticum	 ATCC 27112, ATCC:27112, JR	yes	yes
Salinigranum rubrum	 CGMCC 1.10385, CGMCC:1.10385, GX10, JCM 17116, JCM:17116	yes	yes
Leeuwenhoekiella aequorea	 BCCM/LMG:22550, CCUG 50091, CCUG:50091, LMG 22550, LMG:22550, R-7695	no	yes
Micromonospora pattaloongensis	 DSM 45245, DSM:45245, JCM 12833, JCM:12833, TISTR 1559, TISTR:1559, TJ2-2	yes	yes
Thioalkalivibrio denitrificans	 ALJD, DSM 13742, DSM:13742, NCCB 100001, NCCB:100001	yes	yes
Anaeromicrobium sediminis	 DY2726D, JCM 30224, JCM:30224, MCCC 1A00776, MCCC:1A00776	yes	yes
Brevundimonas intermedia	 ATCC 15262, ATCC:15262, CB63, CCUG 45022, CCUG:45022, CIP 106444, CIP:106444, DSM 4732, DSM 4732., DSM:4732, VKM B-1499, VKM:B:1499	yes	no
Marichromatium litoris	 JA349, KCTC 5702, KCTC:5702, NBRC 104939, NBRC:104939	yes	no
Demequina sediminicola	 DSM 24867, DSM:24867, HR08-43, NBRC 105855, NBRC:105855	yes	yes
Kiloniella antarctica	 JCM 30386, JCM:30386, KCTC 42186, KCTC:42186, soj2014	yes	no
Mycolicibacterium crocinum	 ATCC BAA-1373, ATCC:BAA:1373, CIP 109269, CIP:109269, DSM 45433, DSM:45433, JCM 16369, JCM:16369, czh-42	yes	yes
Pseudorhodoferax soli	 BCCM/LMG:24555, DSM 21634, DSM:21634, LMG 24555, LMG:24555, TBEA3	yes	yes
Azospirillum rugosum	 CCUG 53966, CCUG:53966, DSM 19657, DSM:19657, IMMIB AFH-6, IMMIB:AFH:6	yes	no
Mycobacterium neoaurum	 ATCC 25795, CCUG 37665, CIP 105387, DSM 44074, HAMBI 2273, JCM 6365, NCTC 10818	yes	yes
Oscilibacter massiliensis	 CSUR P2778, Marseille-P2778	yes	no
Staphylococcus lutrae	 ATCC 700373, ATCC:700373, CCUG 38494, CCUG:38494, CIP 105399, CIP:105399, DSM 10244, DSM:10244, M340/94/1	yes	yes
Luteimonas aestuarii	 B9, DSM 19680, DSM:19680, KCTC 22048, KCTC:22048	yes	yes
Gemmata obscuriglobus	 DSM 5831, DSM:5831, UQM 2246, UQM:2246	yes	yes
Massilimaliae timonensis	 CSUR P3753, Marseille-P3753	yes	yes
Rubritalea sabuli	 KCTC 22127, KCTC:22127, MBIC 08323, MBIC08323, MBIC:08323, YM29-052	yes	no
